AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.817926818974989,0.81938680101781,0.811480379748486,0.819435202076456,0.823805116293411,0.82318656460026,0.823423110050142,0.815104623540963,0.818065276461032,0.822037151884666,0.823814392125718,0.815461170142902,0.819116519659186,0.821168131991665,0.81651636770321,0.81932850841806
