AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.81415889148165,0.817667531047843,0.807426984551873,0.815359454880607,0.819807664773066,0.8206878353638,0.821764122288223,0.811636988285536,0.815415957236548,0.819163338081676,0.822161324497441,0.812773364726655,0.818180795449779,0.818510910932632,0.813384258138634,0.816539961449064
