AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.708079387604276,0.70102740260496,0.722613243918478,0.70353590155421,0.71565007147992,0.721734755615183,0.709626715521586,0.722007818428699,0.727362354080189,0.731718174092154,0.708409617962869,0.700704450216953,0.706108881185119,0.70230140572771,0.713122053344758,0.712933482222471
