AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.823112063279032,0.822883692171961,0.815873711982946,0.82244596355389,0.827232216318762,0.828488660522605,0.825971625799511,0.819452919280102,0.824122163226562,0.824107407656241,0.827837445184438,0.818007627129434,0.822870616925478,0.823575044574459,0.822996105927161,0.823265150902172
