AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.693051464575125,0.693354114384426,0.710985326671205,0.686680516803457,0.704572178883448,0.706263078055406,0.699122654817601,0.707382907401328,0.716568169147006,0.724324698228378,0.69686662704363,0.692435678207134,0.694253436529746,0.68826226239199,0.69963408850983,0.700917146776647
