AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.759493686695161,0.763075810256569,0.755018494292688,0.762337053203211,0.764244133560461,0.766316892266241,0.769685038905989,0.759593711374818,0.760717755378495,0.770180194210564,0.773788333526339,0.754155134308922,0.764928319607085,0.763777702299213,0.766620014215542,0.763595484940086
