AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.814530042261206,0.817288723969475,0.80760582052204,0.815852514652063,0.81935601015676,0.819825429736588,0.82170090163149,0.811797504601762,0.815348712908641,0.819161886267531,0.822283255234235,0.812023843883022,0.818099150629682,0.817697686672771,0.812850151284492,0.816361442294117
