AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.820603405194808,0.821793417637985,0.813414023891743,0.820184011763298,0.825711530131681,0.826046336578316,0.824591354001348,0.818190653846772,0.821888921784422,0.823729367029835,0.826913199644941,0.818054413591819,0.822809591096533,0.822115898598101,0.819747520784112,0.821719576371714
