AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.761302439968598,0.764089869988183,0.754433190050107,0.761048089776024,0.763070813660579,0.76825834674761,0.771645545747013,0.75964037109198,0.75913475407431,0.770555784880002,0.772286753215185,0.753972923518437,0.764955449964201,0.763648827718874,0.765758620673409,0.763586785404967
