AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.816922735624073,0.818732245429693,0.810155310084873,0.818491362735607,0.822207339494098,0.822244125327896,0.82223844368996,0.815071614330367,0.818352897412296,0.821677793739545,0.824683968992848,0.814064926465849,0.818605539307149,0.818682869565326,0.814856175344203,0.818465823169585
