model,hyperparam_idx,AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean,version,AUC_sd,AUC_lb,AUC_ub,modelID
XGB,793,0.819520550174975,0.817708096590417,0.813511545050506,0.819351663087602,0.824193308128208,0.824717600509889,0.823412954409719,0.814769015882104,0.819510361092954,0.823661191561161,0.823861393348967,0.816011934988258,0.819601591585725,0.822461408875171,0.81993148062843,0.820148273060939,Extra biomarkers,0.00355774203454759,0.816590531026391,0.823706015095487,XGB.793
XGB,773,0.819465642868096,0.818273534802515,0.813952275454924,0.819393947065357,0.823366514866665,0.825059343064065,0.822935371559752,0.8161118354486,0.818434878462103,0.8232494788428,0.82444022400052,0.815636639850638,0.820575494926401,0.821929694296268,0.81918778909554,0.820134177640283,Extra biomarkers,0.0033496360347552,0.816784541605528,0.823483813675038,XGB.773
XGB,1381,0.819558133223985,0.817795833044535,0.812940902981633,0.819212054887295,0.823335238088859,0.826059265276968,0.823577977143616,0.815497174934943,0.818433704286078,0.822450494031573,0.824202927763326,0.815824090224679,0.820240424418343,0.822772135074293,0.820108120552887,0.820133898395534,Extra biomarkers,0.00365930801285427,0.81647459038268,0.823793206408388,XGB.1381
XGB,1313,0.819149082623023,0.818353923522122,0.813488037463388,0.818893585176116,0.821747085601551,0.824536455216214,0.82447760190738,0.816038500524967,0.818758853134592,0.823548606595275,0.823943192030902,0.815641548653037,0.820807463445435,0.823234132018272,0.819302562748838,0.820128042044074,Extra biomarkers,0.00344826653314555,0.816679775510929,0.82357630857722,XGB.1313
XGB,129,0.819237810328675,0.817960426748181,0.813713938868054,0.819568512381708,0.823567462910264,0.824938146237394,0.823309114140778,0.815374270354486,0.818262142830337,0.823222961505658,0.824131798001967,0.816242478057844,0.821001361546388,0.821990564014148,0.819370687547306,0.820126111698212,Extra biomarkers,0.00341866855216293,0.816707443146049,0.823544780250375,XGB.129
XGB,185,0.819231825305955,0.817763191075572,0.814049503304926,0.818216103060159,0.823997394252148,0.825805613403459,0.822946111385676,0.814893175503971,0.819242558896056,0.823732367733048,0.824612521764564,0.816030820439784,0.819691209738126,0.822353077824399,0.819308623957222,0.820124939843004,Extra biomarkers,0.00364532821992316,0.816479611623081,0.823770268062927,XGB.185
XGB,713,0.818793377847914,0.818341183621755,0.813433370632545,0.819100394301392,0.822980679451798,0.82470926222614,0.824897298331132,0.81596861689839,0.818070695739996,0.823081160964488,0.825140068855324,0.815659276088119,0.819944951055851,0.823068938427211,0.818505011010972,0.820112952363535,Extra biomarkers,0.00367790403765379,0.816435048325881,0.823790856401189,XGB.713
XGB,1213,0.819169446330007,0.817901129428317,0.813884724547659,0.820037549765891,0.822071463106605,0.824678236847519,0.823664889638253,0.816055493769097,0.817908646253354,0.824096871382317,0.82522042029789,0.815890325828337,0.819672144058854,0.822063238387375,0.819314620721006,0.820108613357499,Extra biomarkers,0.00346016148760964,0.816648451869889,0.823568774845109,XGB.1213
XGB,730,0.820797061359072,0.818851252325283,0.814328103727158,0.817761764962199,0.823649394952002,0.825309764738713,0.824238016871192,0.816126960392599,0.818466490734149,0.82184186781242,0.824519837631688,0.815504157987536,0.819698445187646,0.822444098592241,0.818052194084745,0.820105960757243,Extra biomarkers,0.00348141679443824,0.816624543962805,0.823587377551681,XGB.730
XGB,1325,0.819750893826466,0.817636910364484,0.813168686762977,0.818831083556506,0.824089706369302,0.825186470830773,0.823750914113192,0.814381735886579,0.817995605259194,0.822732655945209,0.825366781209823,0.816322753881359,0.81989192142316,0.822173948170124,0.820264844608836,0.820102994147199,Extra biomarkers,0.00379282332309786,0.816310170824101,0.823895817470297,XGB.1325
XGB,1333,0.818830136207312,0.818246373910571,0.813095368612255,0.818648365071336,0.822870500000689,0.824851969289014,0.823930193571401,0.815752027274247,0.818738718318492,0.823214842705233,0.824312628553151,0.81572634472562,0.820945850886101,0.822799009491788,0.819527583768978,0.820099327492413,Extra biomarkers,0.00355377990684408,0.816545547585569,0.823653107399257,XGB.1333
XGB,798,0.81980633528833,0.818581023078918,0.814173574738703,0.81819995598664,0.822892400651708,0.823824264166366,0.824559476588064,0.816405822036213,0.818879171590888,0.824375538164804,0.823959029939357,0.815431874127939,0.819269406461052,0.822153581806884,0.818948646021171,0.820097340043136,Extra biomarkers,0.00337018963307309,0.816727150410063,0.823467529676209,XGB.798
XGB,1257,0.819294244296176,0.818539960705684,0.813778693034428,0.819461778880958,0.822424714049152,0.823863536020036,0.824334758341817,0.816089344106092,0.81837241540879,0.822889393289092,0.825007477371254,0.816212224754308,0.819869554998743,0.822621949883081,0.818695050553301,0.820097006379527,Extra biomarkers,0.0033315239872349,0.816765482392292,0.823428530366762,XGB.1257
XGB,1301,0.819533030179279,0.817307933336769,0.814096035162054,0.819073794065069,0.822586243034304,0.824665231289318,0.824021100253206,0.81607022235284,0.817812521948704,0.8240313515019,0.823840127519081,0.816368519597401,0.820579266290357,0.822727343942631,0.818735579855499,0.820096553355227,Extra biomarkers,0.0033958939122799,0.816700659442947,0.823492447267507,XGB.1301
XGB,170,0.819207302325617,0.817976764325062,0.814547529981314,0.819339040233498,0.822476336561985,0.82484352136025,0.823480157719267,0.814668331699832,0.818758113650464,0.824498990931249,0.823859394175337,0.815429167947745,0.82169317590652,0.822196342065055,0.818411516854341,0.820092379049169,Extra biomarkers,0.00351196871438853,0.816580410334781,0.823604347763558,XGB.170
XGB,1293,0.819760660870748,0.818456500798197,0.813890316674576,0.81903770608332,0.823758232031473,0.824007239210499,0.82377251734202,0.815934232180464,0.818530037768248,0.823456031513049,0.823889124139667,0.815484925313066,0.820300800203436,0.822181327587385,0.818860891207054,0.82008803619488,Extra biomarkers,0.00335180819998456,0.816736227994895,0.823439844394865,XGB.1293
XGB,1337,0.81904662109,0.818136165712154,0.813813777637145,0.819346413795724,0.823443234740967,0.824702855053842,0.824194137141157,0.815116364069054,0.8184471559284,0.823999551508278,0.823914818450121,0.815269119406869,0.820593880789905,0.82298019974781,0.818286846776361,0.820086076123186,Extra biomarkers,0.00365147272760039,0.816434603395586,0.823737548850786,XGB.1337
XGB,1297,0.819170457809376,0.818115322671263,0.81388482695597,0.819381034631098,0.822723155642789,0.824176917787698,0.824600385575736,0.815880163917007,0.818348695941339,0.823451471135222,0.824953196850089,0.815356457241768,0.820606273485191,0.822468134167318,0.818158756720612,0.820085016702165,Extra biomarkers,0.00354052602551232,0.816544490676653,0.823625542727677,XGB.1297
XGB,97,0.819445141689636,0.817669022255232,0.813930667819288,0.81883532285531,0.823773157711538,0.824755843016003,0.822592761271528,0.815522359689525,0.818572076016446,0.823960015919871,0.825082602770538,0.815938267947582,0.820741565837649,0.821675728085462,0.818714943594933,0.820080631765369,Extra biomarkers,0.00351043414142592,0.816570197623943,0.823591065906795,XGB.97
XGB,173,0.819751948544468,0.817693822219423,0.813651783282488,0.819693980273879,0.823946847518714,0.824814542480542,0.822809150026548,0.815019218371233,0.819233942441042,0.823590436349332,0.824441370414823,0.81509307903104,0.820736716465012,0.821279145711378,0.819349673889408,0.820073710467955,Extra biomarkers,0.00355600634297241,0.816517704124983,0.823629716810927,XGB.173
XGB,737,0.819095230755517,0.818506199741283,0.813550587879768,0.819194886334671,0.823085184629964,0.824519691025644,0.823671853651563,0.815530334403422,0.81856149887493,0.82318310759344,0.824768650781025,0.815614063556652,0.819535142969439,0.823073691014055,0.819142100132642,0.820068814889601,Extra biomarkers,0.00351736629161833,0.816551448597983,0.823586181181219,XGB.737
XGB,613,0.819209455394492,0.817913402796096,0.813458563771912,0.818970950556941,0.823218790134269,0.825254779674767,0.823179203409293,0.815046630867421,0.818929858175961,0.823722144060571,0.824681897569733,0.81552025427177,0.819723982300324,0.822521830066685,0.819575633778594,0.820061825121922,Extra biomarkers,0.00363505855250051,0.816426766569422,0.823696883674423,XGB.613
XGB,1205,0.819387195712051,0.816812843723102,0.814893657730171,0.818524567555406,0.823608114144373,0.824475617059889,0.823525436833699,0.814765183626133,0.818043602657772,0.823317561330152,0.825321168375502,0.816531108469782,0.819467138881177,0.822304840578833,0.819893682374098,0.820058114603476,Extra biomarkers,0.00350922650768321,0.816548888095793,0.823567341111159,XGB.1205
XGB,1305,0.81950681214352,0.818911023639295,0.812926710654915,0.819127614639045,0.822794490805112,0.824843078196971,0.824724240068856,0.815286864833036,0.81843994911743,0.823822020595559,0.824733135700938,0.814906104402008,0.819600975406782,0.822967356753746,0.818259561083771,0.820056662536065,Extra biomarkers,0.00382991603402351,0.816226746502042,0.823886578570088,XGB.1305
XGB,1245,0.820269511372763,0.81701784756305,0.814440418572449,0.818898119196691,0.822900984060028,0.824148856966477,0.823404323789034,0.815413140665004,0.819287425675068,0.822979907484619,0.825487201053819,0.816224070748566,0.819010913563108,0.821551947853441,0.819701270029089,0.82004906257288,Extra biomarkers,0.00334387470643155,0.816705187866448,0.823392937279312,XGB.1245
XGB,1365,0.820037925852828,0.817700052715635,0.81483109419116,0.818964104403427,0.823904829422282,0.824222181408066,0.822856308926802,0.814929590691351,0.81859071294411,0.822958470912064,0.824717265938088,0.815731849436139,0.81924661818289,0.82260024122163,0.819409342442366,0.820046705912589,Extra biomarkers,0.00336873506707883,0.81667797084551,0.823415440979668,XGB.1365
XGB,777,0.819347054547788,0.817691665031776,0.813518442126597,0.818920701356396,0.823181198423233,0.825485588227965,0.823348254305868,0.815822591764064,0.818006052728838,0.823943070030038,0.824162294719765,0.815002807240708,0.819635844604559,0.823293293532899,0.819310617924052,0.82004463177097,Extra biomarkers,0.00369408304064088,0.816350548730329,0.823738714811611,XGB.777
XGB,749,0.818969500883896,0.818492302966612,0.813294258054169,0.819220176192193,0.823163033805042,0.824225416981141,0.823074490646219,0.815300626861082,0.818668544604982,0.824245938039943,0.824066222059707,0.81619003417713,0.820246159318816,0.822947008371145,0.818454431819101,0.820037209652078,Extra biomarkers,0.0034874257926941,0.816549783859384,0.823524635444772,XGB.749
XGB,1357,0.818979979240101,0.817847555093117,0.813391846082385,0.818637942093209,0.823158243914359,0.824907650465767,0.824382668179934,0.816434229620423,0.818564598892615,0.824187360944894,0.824085680506664,0.81498872267823,0.820592953225379,0.821706920318636,0.818605459874145,0.820031454075324,Extra biomarkers,0.00362307607823723,0.816408377997087,0.823654530153561,XGB.1357
XGB,753,0.819496266448185,0.817972664508821,0.813936009979714,0.819298371204822,0.822847330483458,0.825309990819694,0.823694301938074,0.815746417420503,0.817763761667553,0.823287513495933,0.824607288420338,0.815686653760642,0.819945065903514,0.822005338145021,0.818776201656732,0.8200248783902,Extra biomarkers,0.00349311144571342,0.816531766944487,0.823517989835913,XGB.753
XGB,733,0.81902605407219,0.818046995245477,0.813525073878291,0.819315848465133,0.822416400629108,0.824478520327609,0.823393754530968,0.815893788549186,0.81865249947098,0.824252390939887,0.823922658818544,0.816153493973264,0.819902076399965,0.822481206889514,0.818860050251512,0.820021387496109,Extra biomarkers,0.00336972080638915,0.81665166668972,0.823391108302498,XGB.733
XGB,797,0.820282643226223,0.817859378370096,0.814435464156115,0.818331500356011,0.822659938061824,0.825365255314189,0.822647114451701,0.814845972376237,0.818694774798437,0.823500380392253,0.824160598193082,0.814455887501945,0.820198317155707,0.822667260162825,0.820169242549587,0.820018248471082,Extra biomarkers,0.00355591900884906,0.816462329462233,0.823574167479931,XGB.797
XGB,1273,0.818560161189371,0.817475416841489,0.813013812463053,0.81911924531873,0.823135089331346,0.824626045607591,0.823904498684471,0.816392073214328,0.817982571202589,0.823999744154524,0.825612495970691,0.815272379261125,0.820758351040883,0.822244170806592,0.818163530263591,0.820017305690025,Extra biomarkers,0.00378359748130079,0.816233708208724,0.823800903171326,XGB.1273
XGB,169,0.820201000226184,0.818075347652439,0.813535985769453,0.818708893283072,0.824704107929794,0.824799677448049,0.822912470383571,0.814934261521029,0.819252379771014,0.823277855259855,0.823340759834521,0.815816089048341,0.819235838020891,0.821588971740422,0.819874789192499,0.820017228472076,Extra biomarkers,0.00348049573408244,0.816536732737994,0.823497724206158,XGB.169
XGB,1397,0.819363701087805,0.818122332834537,0.814396581312691,0.819333530523994,0.823719219865815,0.824351288157569,0.822027523178578,0.815882377533617,0.818353617810196,0.823611540439439,0.823428158847199,0.81497079238161,0.820113304735213,0.822962585755709,0.819614388435369,0.820016729526623,Extra biomarkers,0.00328783704790831,0.816728892478715,0.823304566574531,XGB.1397
XGB,1334,0.819813473685743,0.817366430004328,0.815854965884427,0.819834817847492,0.822232611708081,0.825787990409144,0.824859638742748,0.81382326165909,0.817174487172589,0.823295612281017,0.82425318394775,0.814626537004671,0.820811192011739,0.821936741308263,0.818525140314979,0.820013072265471,Extra biomarkers,0.00374950051637521,0.816263571749096,0.823762572781846,XGB.1334
XGB,193,0.818686674712991,0.817559705000893,0.813810095477009,0.818306481226049,0.823979210065441,0.825352431464273,0.822686759141205,0.81502682325581,0.819126870624921,0.823507373167785,0.824694322013383,0.815084329627851,0.820281256907173,0.82285334306343,0.81922423512472,0.820011994058196,Extra biomarkers,0.00371657873542372,0.816295415322772,0.82372857279362,XGB.193
XGB,769,0.820064788287492,0.817968433861134,0.813580170322856,0.818897846510777,0.823397054195462,0.825198964977302,0.8225769916078,0.815168959154716,0.818337330429451,0.822998503735353,0.824679901003104,0.815696212476314,0.819816496380992,0.822265996634656,0.819526019275663,0.820011577923538,Extra biomarkers,0.00351202104881186,0.816499556874726,0.82352359897235,XGB.769
XGB,157,0.818142501733552,0.818203078416242,0.813331682190611,0.818629126189028,0.823473638476939,0.825195296236128,0.823356059649219,0.815631783311817,0.818253041804238,0.823789183169386,0.824203477249959,0.815154917109141,0.820757476402075,0.823099738978837,0.818951928798213,0.820011528647692,Extra biomarkers,0.00370577867398896,0.816305749973703,0.823717307321681,XGB.157
XGB,141,0.819601606172064,0.818581203298483,0.814050793101679,0.819424147204324,0.823491154286858,0.824394614749567,0.823630924180687,0.815054500211019,0.818157123899366,0.82319061803765,0.82452850799767,0.815578406766273,0.820479212092938,0.821425008555246,0.818536985342279,0.820008320393074,Extra biomarkers,0.00343378717167733,0.816574533221397,0.823442107564751,XGB.141
XGB,745,0.818562599109141,0.817698791228887,0.813100274159109,0.819033798920268,0.822943349892287,0.825815075546089,0.823884988018279,0.815182865630269,0.818712857915079,0.823796370920829,0.824809800450261,0.815081327984968,0.820181619461461,0.821717019275619,0.819577232112125,0.820006531374978,Extra biomarkers,0.00381007768267663,0.816196453692301,0.823816609057655,XGB.745
XGB,693,0.819067711106711,0.818050913047362,0.813322153917583,0.819619305917747,0.823688437148807,0.823968926001654,0.823997994709369,0.814943295106787,0.818224255761711,0.82368354594024,0.824906979718372,0.81537136247537,0.820480872407303,0.822300603255905,0.818442689632478,0.820004603076493,Extra biomarkers,0.00368870139798144,0.816315901678511,0.823693304474474,XGB.693
XGB,101,0.819276341067739,0.817666676162741,0.813442076023891,0.818513304470329,0.823449432036979,0.824674042641363,0.823130014236931,0.815967572801393,0.818118504303065,0.824335672681027,0.824749375028786,0.816191855864451,0.819927047958153,0.822286630540525,0.818326341216816,0.820003659135613,Extra biomarkers,0.00356990365785429,0.816433755477759,0.823573562793467,XGB.101
XGB,661,0.818859425455991,0.817947010751463,0.813133153521648,0.818537895320812,0.822868873804636,0.82434058445853,0.824010885259185,0.815454567656631,0.818330384565121,0.823982696013105,0.825658808509575,0.815431043165009,0.820703026080442,0.822039747316342,0.81875116141043,0.820003284219261,Extra biomarkers,0.00374535413403975,0.816257930085221,0.823748638353301,XGB.661
XGB,1206,0.820075207437604,0.816497378631819,0.814409116170091,0.819347464801576,0.823038637288269,0.82451912103027,0.825208664522396,0.814073802197551,0.817108067954833,0.823129299483838,0.826927497404816,0.81587292060209,0.818565538639427,0.821406779561712,0.81986179768565,0.82000275289413,Extra biomarkers,0.00399193884101862,0.816010814053111,0.823994691735149,XGB.1206
