AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
0.759430874326316,0.764767043288531,0.754137414041822,0.762567320930653,0.764452892397283,0.767157099864533,0.770955325461397,0.759163804411188,0.759000120237498,0.770461552877185,0.773234169471672,0.755268256037302,0.766179673162617,0.762483684594024,0.766856798700521,0.763741068653503
