model,hyperparam_idx,AUC_01,AUC_02,AUC_03,AUC_04,AUC_05,AUC_06,AUC_07,AUC_08,AUC_09,AUC_10,AUC_11,AUC_12,AUC_13,AUC_14,AUC_15,AUC_mean
XGB,289,0.818860769681925,0.816673565540375,0.8130155033662629,0.8179123590446059,0.822493428634939,0.8233836425469029,0.8228677527624642,0.8155615574577159,0.8174837219173879,0.8232333370635941,0.823944634769253,0.8147934317553299,0.819375070976644,0.8211469188637399,0.817366402585606,0.8192074731311161
XGB,290,0.818025841258394,0.8164488863402359,0.812047055426549,0.8177897290035759,0.822564194145855,0.8239948908194681,0.8223857312197159,0.8147381778513159,0.8178373638689509,0.822760758363827,0.823799284432458,0.814200938882808,0.818445654100096,0.822448030512986,0.8181984733978921,0.819045667308275
XGB,291,0.8184544744944989,0.815891538629822,0.8130480889673041,0.8181292207179759,0.822511904034736,0.8222865963338001,0.821683225203603,0.811504626392825,0.8168801719157199,0.823234949756437,0.8222652163293621,0.816132692338066,0.816684271418717,0.819907004267782,0.815465450898973,0.818271962113308
XGB,292,0.812443370274258,0.816156277969552,0.8062901658508241,0.815270354056002,0.816758744774345,0.8177527551239819,0.8203922401946271,0.8134693654630458,0.814218774932773,0.8196316867011679,0.8189783000112211,0.8092344377450308,0.8153346467105609,0.81697245706734,0.8128919751659921,0.8150530368027149
XGB,293,0.817594737946154,0.81738866890279,0.8129260609134442,0.81770559158962,0.822419088386264,0.8230887052639719,0.8225810272132121,0.8147367314350021,0.816732530293611,0.823457857788247,0.8239812728576759,0.81518209784419,0.820109102033467,0.8210311235807259,0.8175028341041529,0.819095828676835
XGB,294,0.820041950266739,0.818613249698202,0.8116465422358181,0.818145373848456,0.822719051896759,0.8232327715472271,0.822070364490486,0.814800385609155,0.81717438888861,0.823186914799525,0.8248179964176071,0.81553440128794,0.819735931743039,0.8208628781014159,0.817128999195837,0.819314080001788
XGB,295,0.8171931586921608,0.816648616909791,0.812317272315229,0.816440777025381,0.8196455216550991,0.8221928049839,0.8218004639857429,0.81496431258488,0.8158559062483091,0.8222425824550741,0.822038658230794,0.8124944641504921,0.8175165664069591,0.8216790000243901,0.816428457732759,0.8179639042267309
XGB,296,0.810247211061843,0.810960807605249,0.8075360675838371,0.8132403117126329,0.8156460504064391,0.818849800634167,0.8184641558184251,0.810288323753856,0.810466615446022,0.820290699358307,0.8158852720028721,0.807822491608488,0.810171624303433,0.8133416464449799,0.809335410041208,0.8128364325187841
XGB,297,0.8185423104616341,0.81742559757213,0.8125607560774359,0.817584224794237,0.8226932069640891,0.8238868565825279,0.823166571623093,0.8152026276259109,0.8174314315776409,0.82296714769805,0.823825161168374,0.814218935185047,0.8198450317968349,0.821986334322708,0.8171862524806329,0.8192348297286899
XGB,298,0.8160066085330742,0.816822721108232,0.8098563333608081,0.8188417337453591,0.822609241980363,0.822662666589124,0.8228019468793599,0.8140177972927051,0.816075188200455,0.8226438812027329,0.823803526143402,0.815083135577535,0.815456960056767,0.821655128752418,0.8154657155603929,0.818253505665515
XGB,299,0.818113359428115,0.818469286923835,0.8112137262981379,0.8158159234126809,0.819404026956972,0.8210993210476991,0.822401978040439,0.8115363367878871,0.8148048417606871,0.822092817531362,0.8202899050636099,0.811619637869902,0.8176243148331049,0.8212200002373939,0.814365965867402,0.8173380961372819
XGB,300,0.810461900167285,0.81312583843704,0.8045357301516279,0.810210954793422,0.816513208913225,0.8176636111235991,0.8169660433933871,0.808928429544494,0.8095741603843449,0.815627444643881,0.81392911162342,0.8083285311891879,0.811826430756263,0.815547944604338,0.810649602488043,0.812259262814237
XGB,301,0.8170799580793751,0.817018661368786,0.812010254799682,0.8181714980004491,0.821981702017318,0.824025645221,0.8234117101303691,0.8145926026269359,0.817831398975346,0.8234750350416509,0.825221698333854,0.8138900465915581,0.81875318845936,0.8216637571611479,0.8178450287377199,0.819131479036303
XGB,302,0.815622565926981,0.8157449494618609,0.8102358896530559,0.81719822555605,0.8221117879548622,0.8230447062067091,0.8245755386959709,0.815324695435245,0.8165736698792571,0.8223283081195841,0.823212369928011,0.814583715862192,0.818589437910768,0.819423040425866,0.8173057395194949,0.818391642702394
XGB,303,0.815961858206653,0.814497150063358,0.810985046609467,0.815005195668037,0.822597758990629,0.8233394045951,0.8193587357271349,0.8159951807036642,0.812766663677593,0.8213772950995691,0.82004490298527,0.8153079220383741,0.816469635639892,0.8189874018244209,0.816201475297678,0.817259708475122
XGB,304,0.811361258370415,0.8097535474048071,0.806756517713609,0.8186647214483701,0.81794872128012,0.818027701482577,0.815753979316763,0.8052983853319431,0.812993597367444,0.816041038483019,0.817522717108932,0.8056445526053009,0.812082193183021,0.814999871693385,0.8084292225446129,0.812751868355621
XGB,305,0.8177508013799399,0.816965578429672,0.8119905789606691,0.817405912824725,0.82270493390359,0.8236171615739108,0.8227068663179641,0.814303034879405,0.8175244195211702,0.822715658317963,0.8238613558561372,0.8140828496460619,0.81942407387447,0.8205835239677242,0.817322134932598,0.8188639256257328
XGB,306,0.815116895777942,0.8166108250089441,0.8109338388957981,0.8155075004825909,0.821674012183135,0.822852068376514,0.822959599399935,0.814653145098679,0.8168511714564308,0.823290338349932,0.82284239245647,0.814342867117733,0.818769587371931,0.8196875792089741,0.815705120803809,0.8181197961325879
XGB,307,0.8162063106037579,0.814902814914881,0.8123660842725091,0.8158648430021751,0.822584953860291,0.82217057905806,0.8202104318263091,0.811878759688907,0.816166765607959,0.8199909897712471,0.8220013187920749,0.8124488121840079,0.820002694588183,0.81839866771904,0.816590682028525,0.817452313861195
XGB,308,0.806692828046294,0.8070065148788941,0.802544024350386,0.808051921550025,0.8128196031727258,0.817496350303017,0.813211127750702,0.8083646966636241,0.8095660398391751,0.813882381738298,0.819200413014205,0.8041775064611709,0.81237873056953,0.812974392904431,0.810382229147198,0.810583250692645
XGB,309,0.817476318139755,0.817378104363893,0.811917731886506,0.816607025132645,0.8227128737795949,0.8239181483751479,0.823567552472874,0.815391064650843,0.8175967234001149,0.824069162237294,0.823846555336006,0.814680638832583,0.8192337769809699,0.821285458470978,0.817377320788527,0.8191372303231821
XGB,310,0.8168431638995189,0.816104238355999,0.8113618282496129,0.8184916689238009,0.821428286123918,0.823844458921586,0.8235771925314659,0.8137506222048292,0.8155623117631541,0.823446189123738,0.8232515502581729,0.815559189655022,0.819179988377402,0.8207722311062421,0.8164565611776979,0.818641965378144
